Invoice ID,Branch,City,Customer type,Gender,Product line
859-97-6048,C,Naypyitaw,Member,Male,Electronic accessories
676-10-2200,B,Mandalay,Member,Male,Fashion accessories
373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle
365-16-4334,B,Mandalay,Normal,Female,Food and beverages
503-21-4385,B,Mandalay,Member,Male,Health and beauty
305-89-2768,B,Mandalay,Member,Female,Home and lifestyle
574-80-1489,B,Mandalay,Member,Female,Food and beverages
784-08-0310,C,Naypyitaw,Member,Female,Food and beverages
200-40-6154,B,Mandalay,Member,Male,Home and lifestyle
846-10-0341,A,Yangon,Normal,Female,Fashion accessories
577-34-7579,C,Naypyitaw,Member,Male,Food and beverages
430-02-3888,B,Mandalay,Normal,Male,Electronic accessories
867-47-1948,C,Naypyitaw,Normal,Female,Home and lifestyle
384-59-6655,A,Yangon,Member,Female,Food and beverages
256-58-3609,C,Naypyitaw,Member,Male,Fashion accessories
324-92-3863,A,Yangon,Member,Male,Electronic accessories
593-08-5916,A,Yangon,Normal,Female,Fashion accessories
364-34-2972,C,Naypyitaw,Member,Male,Electronic accessories
794-42-3736,B,Mandalay,Normal,Male,Food and beverages
172-42-8274,B,Mandalay,Normal,Female,Electronic accessories
558-60-5016,A,Yangon,Normal,Female,Home and lifestyle
195-06-0432,A,Yangon,Member,Male,Home and lifestyle
605-03-2706,A,Yangon,Normal,Female,Health and beauty
214-30-2776,B,Mandalay,Member,Female,Electronic accessories
746-04-1077,B,Mandalay,Member,Female,Food and beverages
448-34-8700,B,Mandalay,Member,Male,Home and lifestyle
452-04-8808,B,Mandalay,Normal,Male,Electronic accessories
531-56-4728,A,Yangon,Normal,Male,Home and lifestyle
744-82-9138,C,Naypyitaw,Normal,Male,Fashion accessories
883-69-1285,B,Mandalay,Member,Male,Fashion accessories
221-25-5073,A,Yangon,Normal,Female,Food and beverages
518-71-6847,B,Mandalay,Member,Male,Food and beverages
156-20-0370,B,Mandalay,Normal,Female,Electronic accessories
151-33-7434,B,Mandalay,Normal,Female,Food and beverages
728-47-9078,C,Naypyitaw,Member,Male,Food and beverages
809-46-1866,A,Yangon,Normal,Male,Health and beauty
139-32-4183,A,Yangon,Member,Female,Sports and travel
148-41-7930,C,Naypyitaw,Normal,Male,Health and beauty
189-40-5216,C,Naypyitaw,Normal,Male,Electronic accessories
374-38-5555,B,Mandalay,Normal,Female,Fashion accessories
764-44-8999,B,Mandalay,Normal,Female,Health and beauty
552-44-5977,B,Mandalay,Member,Male,Health and beauty
267-62-7380,C,Naypyitaw,Member,Male,Electronic accessories
430-53-4718,B,Mandalay,Member,Male,Health and beauty
886-18-2897,A,Yangon,Normal,Female,Food and beverages
602-16-6955,B,Mandalay,Normal,Female,Sports and travel
745-74-0715,A,Yangon,Normal,Male,Electronic accessories
690-01-6631,B,Mandalay,Normal,Male,Fashion accessories
652-49-6720,C,Naypyitaw,Member,Female,Electronic accessories
233-67-5758,C,Naypyitaw,Normal,Male,Health and beauty
303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle
727-02-1313,A,Yangon,Member,Male,Food and beverages
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle
849-09-3807,A,Yangon,Member,Female,Fashion accessories
